scheme,Avg Unmasked MAE,Peak Energy Sample (10%),Periodic 0.01 @ 0.15,Periodic 0.01 @ 0.227,Periodic 0.01 @ 0.303,Periodic 0.01 @ 0.38,Periodic 0.01 @ 0.457,Periodic 0.01 @ 0.533,Periodic 0.01 @ 0.61,Periodic 0.01 @ 0.687,Periodic 0.01 @ 0.763,Periodic 0.01 @ 0.84,Periodic 0.1 @ 0.15,Periodic 0.1 @ 0.217,Periodic 0.1 @ 0.283,Periodic 0.1 @ 0.35,Periodic 0.1 @ 0.417,Periodic 0.1 @ 0.483,Periodic 0.1 @ 0.55,Periodic 0.1 @ 0.617,Periodic 0.1 @ 0.683,Periodic 0.1 @ 0.75
shg-frog,0.0087421189344312,0.00563833394088961,0.02346925618509186,0.02303493574641824,0.025333583018474482,0.024927316390658642,0.0231617571736336,0.023697735554070582,0.02422105746199814,0.02384442430936318,0.02376849396405361,0.02279700636062435,0.026803289764847832,0.025658657538412837,0.0227883450597963,0.00795383600775844,0.01164228336601754,0.01147200592326985,0.01315577105143859,0.02597870593203589,0.026285761033781156,0.02835164143603893
thg-ifrog,0.01173418025372947,0.01182766114737066,0.028837570793708932,0.027099256461451077,0.0267204996133648,0.023562214283065132,0.02616250257503569,0.02585402245254506,0.023063820313697858,0.028483282003209136,0.028067063407986592,0.025472801049949013,0.03088208377008646,0.030545227096497908,0.02482718595148403,0.01925822120785705,0.01014843288678749,0.015253846178644009,0.0218913025454748,0.029021050810525216,0.03066603621756419,0.02993249941757284
