scheme,pulse_id,type,mask_size,zeros_enforced,spectral_subtraction,mag_mae,phase_mae,unified_mae,mag_diff,phase_diff,unified_diff
thg-ifrog,8,peak_energy,0.1,False,False,0.0044507884403611996,0.1454205166795705,0.006904370391407105,-0.004953843942470549,0.02658320786474558,-0.004300975256025798
thg-ifrog,8,peak_energy,0.1,False,True,0.0073016653729176765,0.13201902276706765,0.009444441476924081,-0.02494738402078754,-0.019348449097178783,-0.024525989600372167
thg-ifrog,9,unmasked,0.0,False,False,0.010652305694559636,0.474096469916768,0.016600645237871536,0.0,0.0,0.0
thg-ifrog,9,unmasked,0.0,False,True,0.01561102741849043,0.42985527425906267,0.020018973547775265,0.0,0.0,0.0
thg-ifrog,9,unmasked,0.0,True,False,0.0035171624625401363,0.11511244216723446,0.004505941866232676,0.0,0.0,0.0
thg-ifrog,9,unmasked,0.0,True,True,0.003382264910663298,0.13616360819112386,0.004727267660480923,0.0,0.0,0.0
thg-ifrog,9,peak_energy,0.01,False,False,0.01440483728814512,0.54330634561772,0.018736245366972944,0.0037525315935854845,0.06920987570095194,0.002135600129101408
thg-ifrog,9,peak_energy,0.01,False,True,0.01322728322280748,0.6356983271290799,0.018806574811589913,-0.002383744195682949,0.20584305287001725,-0.0012123987361853522
thg-ifrog,9,peak_energy,0.05,False,False,0.013358418379498919,0.5822094492088107,0.01854573756121612,0.0027061126849392825,0.10811297929204267,0.0019450923233445827
thg-ifrog,9,peak_energy,0.05,False,True,0.013488116825343432,0.5355596289832592,0.018758709765841142,-0.0021229105931469972,0.10570435472419648,-0.0012602637819341227
thg-ifrog,9,peak_energy,0.1,False,False,0.007334721863859738,0.15437803484788487,0.008690305537061307,-0.0033175838306998984,-0.31971843506888314,-0.007910339700810228
thg-ifrog,9,peak_energy,0.1,False,True,0.01056120855414686,0.34751550934486286,0.013434858159318627,-0.00504981886434357,-0.08233976491419981,-0.006584115388456638
