scheme,pulse_id,type,mask_size,zeros_enforced,spectral_subtraction,mag_mae,phase_mae,unified_mae,mag_diff,phase_diff,unified_diff
thg-ifrog,4,unmasked,0.0,True,False,0.0018990744593870663,0.12860210034448114,0.0025175653168340376,0.0,0.0,0.0
thg-ifrog,4,unmasked,0.0,True,True,0.0025146311828868188,0.21420572836281337,0.0033872551618927974,0.0,0.0,0.0
thg-ifrog,4,peak_energy,0.01,False,False,0.007533038088116285,0.9201705274136693,0.01180414583935347,0.005224655773854557,0.7948995652355574,0.009026384309889748
thg-ifrog,4,peak_energy,0.01,False,True,0.00877493260481353,1.042330810373083,0.012343000355856715,-0.0005900641729408938,0.7810014922066866,0.002441150454780895
thg-ifrog,4,peak_energy,0.05,False,False,0.007043700780749254,0.6862123290927954,0.009347099632075253,0.004735318466487526,0.5609413669146834,0.0065693381026115305
thg-ifrog,4,peak_energy,0.05,False,True,0.007452213126094196,0.6875297624100891,0.010619086227524019,-0.0019127836516602279,0.4262004442436927,0.0007172363264481979
thg-ifrog,4,peak_energy,0.1,False,False,0.005969920504944565,0.8412956001352281,0.008198414157839042,0.0036615381906828373,0.7160246379571161,0.005420652628375319
thg-ifrog,4,peak_energy,0.1,False,True,0.005161261097231548,0.42639964991237106,0.006556509705603065,-0.004203735680522876,0.16507033174597463,-0.0033453401954727556
thg-ifrog,5,unmasked,0.0,False,False,0.009011509161069055,0.057227547825982786,0.010774590874081235,0.0,0.0,0.0
thg-ifrog,5,unmasked,0.0,False,True,0.04278691357424672,0.09106338201350705,0.04456646771984504,0.0,0.0,0.0
thg-ifrog,5,unmasked,0.0,True,False,0.008061685821016285,0.07577888702368549,0.010382388644588991,0.0,0.0,0.0
thg-ifrog,5,unmasked,0.0,True,True,0.008874218377000321,0.09700255283329931,0.011531338795834184,0.0,0.0,0.0
thg-ifrog,5,peak_energy,0.01,False,False,0.032739937572215175,0.8569871092577925,0.04142654342139891,0.02372842841114612,0.7997595614318097,0.030651952547317677
thg-ifrog,5,peak_energy,0.01,False,True,0.031705697234436725,0.6214830249024118,0.04007969225530883,-0.011081216339809997,0.5304196428889048,-0.0044867754645362135
thg-ifrog,5,peak_energy,0.05,False,False,0.01653494943767175,0.1193090063497537,0.01966440618444756,0.007523440276602695,0.06208145852377091,0.008889815310366325
thg-ifrog,5,peak_energy,0.05,False,True,0.021680943297016315,0.25996907444423195,0.027186821494069213,-0.021105970277230407,0.1689056924307249,-0.01737964622577583
thg-ifrog,5,peak_energy,0.1,False,False,0.004037017181944529,0.0673147185300411,0.006135348658675668,-0.0049744919791245255,0.010087170704058318,-0.004639242215405567
thg-ifrog,5,peak_energy,0.1,False,True,0.007095309579382685,0.10050553960229203,0.010087346906773449,-0.03569160399486404,0.009442157588784972,-0.0344791208130716
thg-ifrog,6,unmasked,0.0,False,False,0.00968395251484885,0.07236426335087129,0.010911835646941266,0.0,0.0,0.0
thg-ifrog,6,unmasked,0.0,False,True,0.02774274288722786,0.13040744424412087,0.029011789801241025,0.0,0.0,0.0
thg-ifrog,6,unmasked,0.0,True,False,0.004894469452132125,0.08588193683498317,0.006588661299896748,0.0,0.0,0.0
thg-ifrog,6,unmasked,0.0,True,True,0.01125828245828174,0.11007502870717162,0.012765188201328142,0.0,0.0,0.0
thg-ifrog,6,peak_energy,0.01,False,False,0.02145876174594088,0.650347977453699,0.029105133172509783,0.011774809231092028,0.5779837141028277,0.018193297525568516
thg-ifrog,6,peak_energy,0.01,False,True,0.0201857366144473,0.9806355303400176,0.032050791866269954,-0.00755700627278056,0.8502280860958967,0.003039002065028929
thg-ifrog,6,peak_energy,0.05,False,False,0.021373268886391208,0.6331371829729752,0.02896248077604623,0.011689316371542358,0.5607729196221038,0.018050645129104963
thg-ifrog,6,peak_energy,0.05,False,True,0.016787056900948345,0.4606223809922509,0.02137949615905417,-0.010955685986279516,0.33021493674813,-0.007632293642186854
thg-ifrog,6,peak_energy,0.1,False,False,0.010589630002336082,0.21380415269074787,0.013136647471692204,0.0009056774874872317,0.14143988933987658,0.002224811824750938
thg-ifrog,6,peak_energy,0.1,False,True,0.009674787977220248,0.13298100712712138,0.011354942328544565,-0.018067954910007615,0.0025735628830005075,-0.01765684747269646
thg-ifrog,7,unmasked,0.0,False,False,0.010262589152522773,0.14855412559370013,0.012348601395546336,0.0,0.0,0.0
thg-ifrog,7,unmasked,0.0,False,True,0.0294351229064687,0.16292899129132404,0.030674755027849387,0.0,0.0,0.0
thg-ifrog,7,unmasked,0.0,True,False,0.008520285835124162,0.5419009692456949,0.015935855711105302,0.0,0.0,0.0
thg-ifrog,7,unmasked,0.0,True,True,0.006731292024920517,0.22991162307408863,0.009023504061572535,0.0,0.0,0.0
thg-ifrog,7,peak_energy,0.01,False,False,0.02496036800204151,0.8771596244106974,0.03250766407152845,0.014697778849518736,0.7286054988169972,0.020159062675982112
thg-ifrog,7,peak_energy,0.01,False,True,0.023378923886202073,0.7266605047079462,0.02893495506696326,-0.006056199020266627,0.5637315134166221,-0.0017397999608861278
thg-ifrog,7,peak_energy,0.05,False,False,0.025314609422861373,0.6989155341107303,0.032855355469301205,0.0150520202703386,0.5503614085170301,0.02050675407375487
thg-ifrog,7,peak_energy,0.05,False,True,0.02379896122072077,0.8938900015742566,0.03244894088040458,-0.005636161685747931,0.7309610102829325,0.0017741858525551907
thg-ifrog,7,peak_energy,0.1,False,False,0.00757708328133033,0.2296590662357182,0.010193812721577492,-0.002685505871192443,0.08110494064201806,-0.0021547886739688438
thg-ifrog,7,peak_energy,0.1,False,True,0.008571320080246934,0.21433541585430163,0.011449704062336884,-0.020863802826221765,0.05140642456297759,-0.019225050965512504
thg-ifrog,8,unmasked,0.0,False,False,0.009404632382831749,0.11883730881482493,0.011205345647432903,0.0,0.0,0.0
thg-ifrog,8,unmasked,0.0,False,True,0.032249049393705216,0.15136747186424643,0.03397043107729625,0.0,0.0,0.0
thg-ifrog,8,unmasked,0.0,True,False,0.005470433189596618,0.10669044411958566,0.007144150679419522,0.0,0.0,0.0
thg-ifrog,8,unmasked,0.0,True,True,0.009202742738334067,0.1809157874346897,0.01204517902695829,0.0,0.0,0.0
thg-ifrog,8,peak_energy,0.01,False,False,0.02115123001520286,0.8766335154339104,0.029969669852468454,0.011746597632371111,0.7577962066190855,0.01876432420503555
thg-ifrog,8,peak_energy,0.01,False,True,0.02558814619608593,1.1193002242432661,0.037518953136554706,-0.006660903197619285,0.9679327523790198,0.0035485220592584577
thg-ifrog,8,peak_energy,0.05,False,False,0.008644476273946647,0.23871446709538158,0.011369317570376677,-0.000760156108885102,0.11987715828055664,0.0001639719229437741
thg-ifrog,8,peak_energy,0.05,False,True,0.013793983587721232,0.3053173929630133,0.01691576424342225,-0.018455065805983984,0.15394992109876687,-0.017054666833873997
